# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "2" "-p" "--countReadPairs" "-s" "0" "-t" "exon" "-g" "gene_id" "-a" "/proj/uppmax2026-1-61/nobackup/work/tede0387/8_Structural-Annotation/braker3/braker3_output/braker.gtf" "-o" "/proj/uppmax2026-1-61/nobackup/work/tede0387/10_Gene-Quantification/counts.txt" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam" "/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Control_3.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_1.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_2.sorted.bam	/proj/uppmax2026-1-61/nobackup/work/tede0387/7_RNA-Mapping/updated_hisat2/bam/Heat_3.sorted.bam
g319	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	231219;231219;232125;232125;232722;232722;233026;233026;233411;233411;234120;234120;234452;234452;234658	231416;231416;232262;232262;232838;232838;233199;233199;233617;233617;234266;234266;234540;234754;234754	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1284	253	276	234	345	204	341
g320	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	244549;244549;245629;245629;245805;245805;246241;246241;246961;246961;247983;247983;248328;248328;248636;248636	245217;245217;245678;245678;245940;245940;246373;246373;247559;247592;248117;248117;248372;248372;248773;248773	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1938	492	569	764	1432	812	1280
g321	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	251024;251024;251443;251443;251810;251810;252241;252241;252749;252749;253397;253397;254286;254286;254509;254509	251311;251311;251623;251587;252111;252111;252527;252527;252983;252983;253804;253804;254349;254349;254897;254897	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2154	36	319	78	52	14	0
g322	contig_125_pilon;contig_125_pilon	255636;256120	255740;256335	-;-	321	4	22	5	7	5	0
g323	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	260918;261477;261957;262803;263620;263837	261207;261766;262146;263262;263699;263903	-;-;-;-;-;-	1377	0	0	0	0	0	5
g324	contig_125_pilon;contig_125_pilon	293738;294561	293949;294570	+;+	222	2	11	8	3	3	2
g325	contig_125_pilon;contig_125_pilon;contig_125_pilon	294623;295254;295900	295026;295771;296567	+;+;+	1590	1131	5501	5253	1323	620	1953
g326	contig_125_pilon;contig_125_pilon	300189;301043	300293;301189	-;-	252	133	92	148	464	302	356
g327	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	303947;304411;304736;304984;305392;305681;305956;306314;306838;307225	304105;304525;304854;305161;305517;305832;306099;306529;306930;307293	-;-;-;-;-;-;-;-;-;-	1371	708	1095	809	1296	943	1013
g328	contig_125_pilon	312778	314589	+	1812	644	452	897	979	397	883
g329	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	315805;316060;316458;316842;317280;317771;318128;318491;318750;319045;319789;320005;320240;320576;320797;321054;321485;321773	315897;316230;316496;316904;317373;317861;318189;318560;318818;319111;319851;320050;320316;320616;320859;321141;321535;321841	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1317	696	649	525	837	624	966
g330	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	322702;323229;323985;324743	322965;323555;324151;325448	+;+;+;+	1464	1399	981	888	531	693	899
g331	contig_125_pilon;contig_125_pilon;contig_125_pilon	326628;327095;327507	326638;327321;327571	-;-;-	303	643	806	649	448	178	469
g332	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	327795;327795;327795;327795;327795;327795;327795;328102;328102;328102;328102;328102;328102;328102;328452;328452;328452;328452;328452;328452;328452;328775;328775;328775;328775;328775;328775;328775;329073;329073;329073;329073;329073;329073;329073;329284;329284;329284;329284;329284;329284;329284;329577;329577;329577;329577;329577;329577;329577;329877;329877;329877;329877;329877;329877;329877;330202;330202;330202;330202;330202;330202;330516;330516;330516;330516;330516;330516;330516;330739;330739;330739;330739;330739;330739;330739;330979;330979;330979;330979;330979;330979;330979;331197;331197;331197;331197;331197;331197;331197;331531;331531;331531;331531;331531;331531;331531;332213;332270;332327;332384;332441;332441;333229;333229;333229;333229;333229;333229;333229;333717;333717;333717;333717;333717;333717;333717;334975;334975;334975;334975;334975;334975;334975	327997;327997;327997;327997;327997;327997;327997;328168;328168;328168;328168;328168;328168;328168;328520;328520;328520;328520;328520;328520;328520;328891;328891;328891;328891;328891;328891;328891;329144;329144;329144;329144;329144;329144;329144;329378;329378;329378;329378;329378;329378;329378;329658;329658;329658;329658;329658;329658;329658;329927;329927;329927;329927;329927;329927;329927;330282;330282;330282;330282;330282;330282;330557;330557;330557;330557;330557;330557;330557;330837;330837;330837;330837;330837;330837;330837;331050;331050;331050;331050;331050;331050;331050;331320;331320;331320;331320;331320;331320;331320;332326;332326;332098;332155;332326;332155;333080;333080;333080;333080;333080;333080;333080;333450;333450;333450;333450;333450;333450;333450;334414;334414;334414;334414;334414;334414;334414;335047;335047;335047;335047;335047;335047;335047	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3717	2291	2347	2062	1272	459	1508
g333	contig_125_pilon	341242	341649	+	408	8	0	3	13	23	8
g334	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	342801;344825;345699;346023;346432	344558;345543;345869;346154;346894	+;+;+;+;+	3243	11551	10443	15745	9494	6444	11756
g335	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	348055;349186;349452;349954;350565;351165	348102;349355;349841;350474;350656;351332	+;+;+;+;+;+	1389	5558	1490	3118	7763	6298	4880
g336	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	352787;353154;353449;353943;354624;355369;355760;356141;356747	352960;353282;353559;354124;355100;355526;355905;356311;357268	-;-;-;-;-;-;-;-;-	2070	532	359	339	660	744	895
g337	contig_125_pilon	357380	357781	-	402	12	11	21	53	50	55
g338	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	359574;361141;361452;361732;362212;363012;363413;365313;365709;365921;366371	359776;361300;361544;361840;362383;363186;365129;365370;365792;366062;366913	+;+;+;+;+;+;+;+;+;+;+	3456	536	957	698	257	129	366
g339	contig_125_pilon	369020	369229	-	210	4	11	3	0	2	0
g340	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	370002;370501;370881;371370;371792;372431;373065;373672;373985;374561;375354;375676;376009;376561;377014;377251;377566;377837;378316	370137;370582;371136;371533;372290;372862;373313;373863;374273;374991;375530;375743;376231;376660;377132;377308;377717;378056;378728	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4260	108	328	304	65	15	91
g341	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	379356;379667;380549;381019;381405;381931;382634	379426;379768;380675;381060;381503;382023;382765	-;-;-;-;-;-;-	666	7	7	1	22	4	17
g342	contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon;contig_125_pilon	384075;384253;384253;384335;384914;384914;384914;385223;385223;385223;385648;385648;385648;386180;386180;386180;386595;386595;386595;386926;386926;386926;387274;387274;387274	384135;384564;384564;384564;385080;385080;385056;385365;385365;385365;385834;385834;385834;386285;386285;386285;386788;386788;386788;387042;387042;387042;387334;387334;387334	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1348	760	1121	877	766	502	1030
g343	contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon	5834;7249;7777;8888	7000;7455;8504;9110	-;-;-;-	2325	18	38	32	25	18	19
g344	contig_126_pilon;contig_126_pilon	11094;11323	11221;11602	+;+	408	0	0	0	0	0	0
g345	contig_126_pilon	21967	22380	-	414	2	0	3	9	0	3
g346	contig_126_pilon;contig_126_pilon	24379;24608	24506;24887	+;+	408	0	0	0	0	0	0
g347	contig_126_pilon	31198	31638	+	441	3880	6784	7806	6753	5184	6192
g348	contig_126_pilon	34032	34631	+	600	15	15	28	450	237	333
g349	contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon	43718;43836;44614;44999;45689	43725;44485;44729;45075;45830	-;-;-;-;-	993	158	82	88	10	9	48
g350	contig_126_pilon	49214	49600	+	387	0	0	0	0	0	0
g351	contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon	50178;50594;50894;51294;51598;51896;52086;52840;53314	50354;50660;51177;51461;51744;51972;52735;52957;53380	+;+;+;+;+;+;+;+;+	1755	12	19	38	9	8	25
g352	contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon	55103;55737;56341;56580;56792;57162	55136;55987;56424;56678;56866;57284	+;+;+;+;+;+	666	291	363	393	376	404	494
g353	contig_126_pilon;contig_126_pilon;contig_126_pilon	57855;58902;59467	58390;59187;60111	-;-;-	1467	849	526	708	268	184	166
g354	contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon	67482;67879;68344;68578	67602;68036;68391;68646	+;+;+;+	396	0	0	0	0	0	1
g355	contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon;contig_126_pilon	69235;69235;69498;69498;69795;69795;70525;70525;70807;70807	69339;69339;69622;69622;69994;69994;70683;70683;70892;70850	-;-;-;-;-;-;-;-;-;-	675	2	2	2	0	9	15
g356	contig_126_pilon;contig_126_pilon	75016;75267	75045;75818	-;-	582	5	13	9	2	7	20
g357	contig_126_pilon	77409	77753	+	345	0	0	0	3	0	0
g358	contig_126_pilon	80357	80695	-	339	340	1070	1106	1452	2998	2563
g359	contig_126_pilon	82731	84371	+	1641	20	154	63	48	43	120
g360	contig_126_pilon	86281	88056	-	1776	34	88	64	10	28	41
g361	contig_126_pilon	90267	92036	-	1770	54	167	154	64	69	85
g362	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	2166;2166;2166;2731;2731;2737;3128;3128;3128;3655;3655;3655;4316;4316;4316;5128;5128;5128;5754;5754;5754;6260;6260;6260;6640;6640;6640;7173;7173;7173;7968	2346;2346;2346;2972;2972;2972;3250;3250;3250;3924;3924;3924;4879;4879;4879;5400;5400;5400;6038;6038;6038;6380;6380;6380;6809;6809;6809;7271;7271;7267;8043	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2404	659	494	594	711	274	663
g363	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	8775;8775;9795;9795;10111;10111;10473;10473	9314;9386;9953;9953;10198;10198;10567;10567	+;+;+;+;+;+;+;+	954	73	53	40	132	67	144
g364	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	11763;12793;13088;13303;13460;13916;14177;14702;16338	12622;12892;13170;13354;13617;14006;14460;15968;16733	-;-;-;-;-;-;-;-;-	3291	1811	1501	1682	795	577	960
g365	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	33470;33731;34115;34341;34713	33586;33835;34189;34365;34717	-;-;-;-;-	327	653	990	784	686	451	701
g366	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	43421;44110;45145;47245;48628	43591;44791;46980;48307;50476	+;+;+;+;+	5601	588	1220	1151	639	168	1086
g367	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	52209;52209;52687;53233;53233;53555;53555	52870;52260;52870;53339;53339;53739;53739	+;+;+;+;+;+;+	954	108	79	72	120	47	146
g368	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	54639;54639;54639;54639;54639;55253;55253;60442;60555;60763;61050;61050;61050;61050;61116	55055;54965;54757;55055;55055;55318;55546;60852;60852;60852;61340;61340;61340;61340;61340	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1413	6146	245	514	2874	2606	2653
g369	contig_130_pilon;contig_130_pilon	58390;58881	58683;59291	-;-	705	2276	61	114	434	193	212
g370	contig_130_pilon;contig_130_pilon	64394;64983	64668;64989	-;-	282	3	5	1	67	49	46
g371	contig_130_pilon;contig_130_pilon;contig_130_pilon	67104;67404;68439	67149;68293;69059	+;+;+	1557	15	12	8	40	39	85
g372	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	70047;70332;70651;70977;71277;71640;71838;72100;72364;72711;73186;73987;74434	70184;70538;70782;71031;71422;71717;71912;72216;72432;72863;73356;74148;74487	-;-;-;-;-;-;-;-;-;-;-;-;-	1557	1118	1506	1464	1015	504	1213
g373	contig_130_pilon	75192	75455	+	264	90	142	165	344	131	326
g374	contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon;contig_130_pilon	77516;77516;77739;77739;77948;77948;78271;78271;78684;78684;79117;79117;79378;79378;79695;79695;80634;80634;81642	77575;77575;77813;77813;78034;78034;78389;78389;78922;78922;79173;79173;79464;79464;80239;80239;80990;80996;81644	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1635	217	311	448	538	204	676
g375	contig_15_pilon	1246	1596	+	351	0	0	0	0	0	0
g376	contig_15_pilon	3503	4201	-	699	0	0	0	0	0	0
g377	contig_16_pilon	12271	12573	+	303	0	0	0	0	0	0
g378	contig_18_pilon	22652	23035	-	384	0	0	0	0	0	0
g379	contig_18_pilon	25848	26447	+	600	0	0	0	0	0	0
g380	contig_18_pilon	27661	28887	+	1227	0	0	0	0	0	0
g381	contig_19_pilon	4164	4430	-	267	89	114	49	76	43	81
g382	contig_19_pilon;contig_19_pilon;contig_19_pilon	4668;5043;5739	4846;5535;6305	+;+;+	1239	2519	2447	1906	2664	2892	2486
g383	contig_19_pilon;contig_19_pilon	51661;52396	51849;52536	-;-	330	11	4	4	197	103	52
g384	contig_19_pilon;contig_19_pilon	54340;55723	54825;55887	-;-	651	22	17	64	121	45	31
g385	contig_19_pilon	56082	56873	+	792	54	54	70	173	125	98
g386	contig_19_pilon	63459	64244	-	786	0	1	1	3	2	3
g387	contig_19_pilon;contig_19_pilon	64437;65503	64601;65988	+;+	651	37	30	61	189	121	67
g388	contig_19_pilon	67892	68644	-	753	588	745	930	1214	1177	1153
g389	contig_19_pilon;contig_19_pilon	82079;83461	82564;83625	-;-	651	3	7	75	28	26	30
g390	contig_19_pilon	83820	84131	+	312	175	170	229	265	247	195
g391	contig_19_pilon;contig_19_pilon	84299;84671	84549;84707	-;-	288	0	0	0	2	0	0
g392	contig_19_pilon;contig_19_pilon;contig_19_pilon	98209;99008;99400	98471;99110;99465	+;+;+	432	27	298	200	32	22	9
g393	contig_19_pilon;contig_19_pilon;contig_19_pilon	100302;100801;101377	100707;101244;101717	-;-;-	1191	577	461	451	57	59	191
g394	contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon	114614;114889;115121;115340;115562;115838;116259;116493	114733;114965;115179;115413;115612;115905;116343;116768	-;-;-;-;-;-;-;-	810	225	285	327	322	165	412
g395	contig_19_pilon;contig_19_pilon;contig_19_pilon	117400;118297;118450	117627;118345;118505	+;+;+	333	153	161	194	140	61	136
g396	contig_19_pilon	149060	150061	+	1002	570	368	530	264	140	444
g397	contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon	167755;168851;169218;169750;170147	168699;168967;169445;170004;170272	-;-;-;-;-	1671	991	1760	1848	278	217	628
g398	contig_19_pilon	181888	182304	-	417	30	11	17	3	0	9
g399	contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon	182885;182885;183389;183389;183816;183816;184177;184445;184445;184755;184755;185190;185190	183104;183104;183675;183675;184035;184256;184256;184595;184595;184921;184921;185531;185531	+;+;+;+;+;+;+;+;+;+;+;+;+	1608	218	266	247	29	32	67
g400	contig_19_pilon;contig_19_pilon;contig_19_pilon	187368;188385;188876	187704;188541;189269	+;+;+	888	11495	17951	17901	11521	15112	9381
g401	contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon	191590;192006;192205;192849;193452;193892;194695	191865;192077;192696;193292;193651;193961;194784	-;-;-;-;-;-;-	1644	5322	8646	7935	24757	34738	32762
g402	contig_19_pilon	196412	197011	-	600	8	23	8	128	158	163
g403	contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon	199073;199073;199661;199661;200061;200061;201014;201014;201252;201252;201660;201660;202004;202004	199418;199418;199747;199747;200332;200368;201122;201122;201314;201314;201706;201706;202105;202105	-;-;-;-;-;-;-;-;-;-;-;-;-;-	1062	1215	841	898	1573	1200	1532
g404	contig_19_pilon	213291	213803	-	513	25	20	35	75	68	64
g405	contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon;contig_19_pilon	213856;213856;214818;214991;214991;215462;215462;215742;215742;216180;216180;216620;216620;216890;216890	213969;213969;214844;215081;215081;215529;215529;215936;215936;216296;216296;216682;216682;216946;216946	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	732	1149	1322	1259	709	521	859
